atlas	id	poblacion	latitud	longitud	provincia	CCAA
ALPI	786	Monforte	38.3801908	-0.7354746	Alicante	Valencia
ALPI	787	El Campello	38.42885	-0.39774	Alicante	Valencia
ALPI	788	Crevillent	38.24994	-0.80975	Alicante	Valencia
ALPI	789	Dolores	38.1374399	-0.7864954	Alicante	Valencia
ALPI	790	Guardamar	38.1014955	-0.6503244	Alicante	Valencia
ALPI	791	Sant Joan Baptista	39.077357	1.5118375	Baleares	Baleares
ALPI	792	Eivissa (Ibiza)	38.908393	1.432146	Baleares	Baleares
ALPI	793	Calvià	39.5657	2.50621	Baleares	Baleares
ALPI	794	Sóller	39.79759	2.69637	Baleares	Baleares
ALPI	795	Pollensa	39.935499	3.150427	Baleares	Baleares
ALPI	796	Sineu	39.64254	3.01034	Baleares	Baleares
ALPI	797	Campos	39.430556	3.019444	Baleares	Baleares
ALPI	798	Felanitx	39.4693387	3.1407943	Baleares	Baleares
ALPI	799	Manacor	39.568749	3.21062	Baleares	Baleares
ALPI	800	Son Servera	39.62073	3.36008	Baleares	Baleares
ALPI	802	Ciutadella (Ciudadela)	40.00112	3.84144	Baleares	Baleares
ALPI	803	Maó (Mahón)	39.889482	4.264116	Baleares	Baleares
PALDC	1	Salses	42.8328	2.9189	Francia	Francia
PALDC	2	Estagell	42.7722	2.6989	Francia	Francia
PALDC	3	Perpinyà	42.6975	2.8947	Francia	Francia
PALDC	4	Mosset	42.6681	2.3483	Francia	Francia
PALDC	5	Sant Cebrià de Rosselló	42.6181	3.0064	Francia	Francia
PALDC	6	Jóc	42.6175	2.5253	Francia	Francia
PALDC	7	Formiguera	42.6144	2.1017	Francia	Francia
PALDC	8	Montoriol	42.5758	2.7244	Francia	Francia
PALDC	9	Cornellá de Conflent	42.5664	2.3806	Francia	Francia
PALDC	10	Portè	42.5483	1.8317	Francia	Francia
PALDC	11	Prats de Balaguer	42.5128	2.1808	Francia	Francia
PALDC	12	Llivia	42.463929	1.979071	Gerona	Cataluña
PALDC	13	Ceret	42.4881	2.7514	Francia	Francia
PALDC	14	Prats de Molló	42.4	2.5	Francia	Francia
PALDC	15	Meranges	42.44518	1.78777	Gerona	Cataluña
PALDC	16	Maçanet de Cabrenys	42.38597	2.74806	Gerona	Cataluña
PALDC	17	LLança	42.36241	3.15213	Gerona	Cataluña
PALDC	18	Vilallonga de Ter	42.3311513	2.3109081	Gerona	Cataluña
PALDC	19	Alp	42.37256	1.88699	Gerona	Cataluña
PALDC	20	Queralbs	42.348716	2.162659	Gerona	Cataluña
PALDC	21	Planoles	42.31667	2.1	Gerona	Cataluña
PALDC	22	Bassegoda	42.311616	2.64535	Gerona	Cataluña
PALDC	23	Oix	42.3	2.5	Gerona	Cataluña
PALDC	24	Castellar de n'Hug	42.2827603	2.0164382	Barcelona	Cataluña
PALDC	25	Roses	42.248151	3.196926	Gerona	Cataluña
PALDC	26	Lledó d’Empordà	42.249444	2.814444	Gerona	Cataluña
PALDC	27	Gósol	42.23697	1.6601	Gerona	Cataluña
PALDC	28	Campdevànol	42.225833	2.169444	Gerona	Cataluña
PALDC	29	Sant Privat d’en Bas	40.571839	0.515939	Gerona	Cataluña
PALDC	30	Les Lloses	41.851114	2.224689	Gerona	Cataluña
PALDC	31	Banyoles	42.11667	2.76667	Gerona	Cataluña
PALDC	32	Camallera	42.1	3	Gerona	Cataluña
PALDC	33	Avià	42.06667	1.85	Barcelona	Cataluña
PALDC	34	Santa Maria de Corcó	42.03333	2.36667	Barcelona	Cataluña
PALDC	35	Girona	41.987346	2.826608	Gerona	Cataluña
PALDC	36	Begur	41.95	3.21667	Gerona	Cataluña
PALDC	37	Cruïlles	41.95	3.01667	Gerona	Cataluña
PALDC	38	Prats de Lluçanés	41.705442	1.54146	Barcelona	Cataluña
PALDC	39	Santa Eulàlia de Riuprimer	41.9106787	2.1851344	Barcelona	Cataluña
PALDC	40	Llobera de Solsonès	41.9502989	1.4703712	Lérida	Cataluña
PALDC	41	Cardona	41.9138651	1.6766443	Barcelona	Cataluña
PALDC	42	Palamós	41.861444	3.119775	Gerona	Cataluña
PALDC	43	Llagostera	41.82688	2.89365	Gerona	Cataluña
PALDC	44	Balsareny	41.865833	1.876944	Barcelona	Cataluña
PALDC	45	Moià	41.81112	2.09839	Barcelona	Cataluña
PALDC	46	Campins	41.71667	2.46667	Barcelona	Cataluña
PALDC	47	Tossa de Mar	41.71667	2.93333	Gerona	Cataluña
PALDC	48	Castellfollit de Ruibregós	41.7750073	1.4376007	Barcelona	Cataluña
PALDC	49	Calaf	41.73289	1.51375	Barcelona	Cataluña
PALDC	50	Cànoves	41.68333	2.35	Barcelona	Cataluña
PALDC	51	Sant Salvador de Guardiola	41.68333	1.76667	Barcelona	Cataluña
PALDC	52	Tordera	41.69914	2.71888	Barcelona	Cataluña
PALDC	53	Freixenet de Segarra	41.6606949	1.3952453	Lérida	Cataluña
PALDC	54	Vacarisses	41.60633	1.918199	Barcelona	Cataluña
PALDC	55	Sentmenat	41.60862	2.13532	Barcelona	Cataluña
PALDC	56	Sant Andreu de Llavaneres	41.56667	2.48333	Barcelona	Cataluña
PALDC	57	Aguiló	41.5525	1.4194	Tarragona	Cataluña
PALDC	58	Santa Coloma de Queralt	41.53333	1.38333	Tarragona	Cataluña
PALDC	59	Sant Jaume Sesoliveres	40.571839	0.515939	Barcelona	Cataluña
PALDC	60	Barberá del Vallès	41.474202	2.085228	Barcelona	Cataluña
PALDC	61	Cervelló	41.39587	1.95917	Barcelona	Cataluña
PALDC	62	Barcelona	41.3947688	2.0787285	Barcelona	Cataluña
PALDC	63	Sant Boi de Llobregat	41.34357	2.03659	Barcelona	Cataluña
PALDC	64	Sant Juame dels Domenys	38.43212	-0.38157	Tarragona	Cataluña
PALDC	65	La Febró	41.2775825	1.0018583	Tarragona	Cataluña
PALDC	66	Alió	41.29422	1.30585	Tarragona	Cataluña
PALDC	67	Sant Pere de Ribes	38.516667	-0.198056	Barcelona	Cataluña
PALDC	68	Tarragona	41.11667	1.25	Tarragona	Cataluña
PALDC	69	Cambrils	41.065689	1.050407	Tarragona	Cataluña
PALDC	70	Ciutadella	40.00112	3.84144	Baleares	Baleares
PALDC	71	Migjorn Gran	39.94657	4.05121	Baleares	Baleares
PALDC	72	Maó	39.889444	4.264167	Baleares	Baleares
PALDC	73	Pollença	39.882587	3.015104	Baleares	Baleares
PALDC	74	Sóller	39.79759	2.69637	Baleares	Baleares
PALDC	75	Alaró	39.70441	2.79181	Baleares	Baleares
PALDC	76	Sineu	39.64254	3.01034	Baleares	Baleares
PALDC	77	Son Servera	39.62073	3.36008	Baleares	Baleares
PALDC	78	Montuïri	39.56742	2.98189	Baleares	Baleares
PALDC	79	Palma	39.569443	2.649993	Baleares	Baleares
PALDC	80	Llucmajor	39.39754	2.82395	Baleares	Baleares
PALDC	81	Felanitx	39.4692	3.1481	Baleares	Baleares
PALDC	82	Santanyí	39.35461	3.12907	Baleares	Baleares
PALDC	83	Sant Josep de sa Talaia	38.866912	1.334839	Baleares	Baleares
PALDC	84	Eivissa	38.908393	1.432146	Baleares	Baleares
PALDC	86	Esterri d’Àneu	42.63	1.124444	Lérida	Cataluña
PALDC	87	Cerler	42.594722	0.539167	Huesca	Aragón
PALDC	88	Ordino	42.555	1.5331	Andorra	Andorra
PALDC	89	Senet de Baravés	42.5575127	0.7514102	Lérida	Cataluña
PALDC	90	Taüll	42.5195	0.8486	Lérida	Cataluña
PALDC	91	Alins de Vallferrera	42.5488876	1.3160502	Lérida	Cataluña
PALDC	92	Santa Coloma d’Andorra	42.4939	1.4977	Andorra	Andorra
PALDC	93	Paüls	42.471667	0.599444	Huesca	Aragón
PALDC	94	Eressué	42.551094	0.483344	Huesca	Aragón
PALDC	95	Sort	42.41319	1.13045	Lérida	Cataluña
PALDC	96	Bescarán	42.4	1.5	Lérida	Cataluña
PALDC	97	Arfa	42.330913	1.4144228	Lérida	Cataluña
PALDC	98	Sarroca de Bellera	42.3596003	0.878839	Lérida	Cataluña
PALDC	99	Sopeira	42.3161	0.7456	Huesca	Aragón
PALDC	100	la Pobla de Roda	41.97417	2.31284	Huesca	Aragón
PALDC	101	Palau de Noguera	42.1470112	0.8947319	Lérida	Cataluña
PALDC	102	Tolba	42.114722	0.565	Huesca	Aragón
PALDC	103	Sant Llorenç de Morunys	39.56854	3.37228	Lérida	Cataluña
PALDC	104	Isona	42.119607	1.046599	Lérida	Cataluña
PALDC	105	Peramola	42.057801	1.267353	Lérida	Cataluña
PALDC	106	Estanya	42.032041	0.517474	Huesca	Aragón
PALDC	107	Áger	41.999751	0.762755	Lérida	Cataluña
PALDC	108	Peralta de la Sal	41.9925	0.385556	Huesca	Aragón
PALDC	109	Sanaüja	41.876178	1.310542	Lérida	Cataluña
PALDC	110	Cubells	41.85062	0.959	Lérida	Cataluña
PALDC	111	Almenar	41.79604	0.56834	Lérida	Cataluña
PALDC	112	Agramunt	41.78686	1.09683	Lérida	Cataluña
PALDC	113	Linyola	41.7	0.91667	Lérida	Cataluña
PALDC	114	Cervera	40.45366	0.27659	Lérida	Cataluña
PALDC	115	Saidí	41.6	0.266667	Huesca	Aragón
PALDC	116	Lleida	41.614118	0.62579	Lérida	Cataluña
PALDC	117	Arbeca	41.54153	0.92457	Lérida	Cataluña
PALDC	118	Fraga	41.5207	0.3516	Huesca	Aragón
PALDC	119	Granyena de les Garrigues	41.433153	0.6482627	Lérida	Cataluña
PALDC	120	Vinaixa	41.43333	0.98333	Lérida	Cataluña
PALDC	121	Vimbodí	41.40069	1.05056	Tarragona	Cataluña
PALDC	122	Mequinenza	41.37211	0.30169	Zaragoza	Aragón
PALDC	123	Margalef de Montssant	41.2850002	0.7518995	Tarragona	Cataluña
PALDC	124	Riba-roja d’Ebre	39.498	-0.53608	Tarragona	Cataluña
PALDC	125	Fabara de Matarraña	41.1769993	0.1649447	Zaragoza	Aragón
PALDC	126	Torre de Fontaubella	41.1247266	0.8636419	Tarragona	Cataluña
PALDC	127	Marçá	41.12666	0.8008	Tarragona	Cataluña
PALDC	128	Vilalba dels Arcs	41.11667	0.41667	Tarragona	Cataluña
PALDC	129	Móra la Nova	41.1028167	0.6421691	Tarragona	Cataluña
PALDC	130	Mazaleón	41.0498	0.1042	Teruel	Aragón
PALDC	131	Valljunquera	40.9525	0.02575	Teruel	Aragón
PALDC	132	Codoñera	40.933731	-0.0872378	Teruel	Aragón
PALDC	133	Ametlla de Mar	41.5	2.5	Barcelona	Cataluña
PALDC	134	Torrevelilla	40.902	-0.10977	Teruel	Aragón
PALDC	135	Horta de Sant Joan	40.95	0.31667	Barcelona	Cataluña
PALDC	136	Vall-de-roures	39.81747	-0.24419	Teruel	Aragón
PALDC	137	Bellmunt de Mesquí	40.8742397	-0.0648338	Teruel	Aragón
PALDC	138	Ginebrosa	40.86991	-0.13525	Teruel	Aragón
PALDC	139	Aiguaviva de Bergantes	41.937187	2.760627	Teruel	Aragón
PALDC	140	Roquetes	40.82063	0.502505	Tarragona	Cataluña
PALDC	141	Mas de Barberans	40.73333	0.36667	Tarragona	Cataluña
PALDC	142	Sorita	40.728333	-0.166111	Castellón	Valencia
PALDC	143	Amposta	40.742088	0.5616	Tarragona	Cataluña
PALDC	144	Xiva de Morella	40.6592011	-0.126491	Castellón	Valencia
PALDC	145	Ulldecona	40.59734	0.44718	Tarragona	Cataluña
PALDC	146	Rossell	40.61792	0.22133	Castellón	Valencia
PALDC	147	Vinaròs	40.471026	0.474684	Castellón	Valencia
PALDC	148	Sant Mateu del Maestrat	41.474202	2.085228	Castellón	Valencia
PALDC	149	Vilafranca del Maestrat	40.4280425	-0.2603137	Castellón	Valencia
PALDC	150	Albocàsser	40.35	0.03333	Castellón	Valencia
PALDC	151	Alcalà de Xivert	40.3	0.23333	Castellón	Valencia
PALDC	152	Atzeneta del Maestrat	40.2161461	-0.176703	Castellón	Valencia
PALDC	153	Cabanes de l’Arc	40.1655529	0.0147919	Castellón	Valencia
PALDC	154	Castelló de la Plana	39.96476	-0.02492	Castellón	Valencia
PALDC	155	Borriana	39.8867878	-0.0954933	Castellón	Valencia
PALDC	156	Alfondeguilla	39.8377	-0.269	Castellón	Valencia
PALDC	157	Llosa de la Plana	39.96476	-0.02492	Castellón	Valencia
PALDC	158	Algímia de la Baronia	39.7526882	-0.503501	Valencia	Valencia
PALDC	159	Benifairó de les Valls	39.73333	-0.26667	Valencia	Valencia
PALDC	160	Casinos	39.698995	-0.704725	Valencia	Valencia
PALDC	161	Puig de Santa María	39.6000119	-0.3579705	Valencia	Valencia
PALDC	162	Vilamarxant	39.56916	-0.62453	Valencia	Valencia
PALDC	163	Valencia	39.4077643	-0.4315507	Valencia	Valencia
PALDC	164	Alfafar	39.41667	-0.38333	Valencia	Valencia
PALDC	165	Picassent	39.3635	-0.45949	Valencia	Valencia
PALDC	166	Torís	39.3899	-0.7105	Valencia	Valencia
PALDC	167	Sollana	39.28333	-0.36667	Valencia	Valencia
PALDC	168	Àlcúdia de Carlet	39.1976993	-0.5117039	Valencia	Valencia
PALDC	169	Albalat de la Ribera	39.2	-0.38333	Valencia	Valencia
PALDC	170	Alzira	39.15	-0.43333	Valencia	Valencia
PALDC	171	Alberic	39.11667	-0.51667	Valencia	Valencia
PALDC	172	Sallent de Xátiva	41.808889	1.889083	Valencia	Valencia
PALDC	173	Simat de Valldigna	39.0444441	-0.3149885	Valencia	Valencia
PALDC	174	Alqueria de la Comtessa	38.93333	-0.15	Valencia	Valencia
PALDC	175	Benigànim	38.95	-0.43333	Valencia	Valencia
PALDC	176	Montesa	38.9503	-0.652	Valencia	Valencia
PALDC	177	Font de la Figuera	38.8	-0.88333	Valencia	Valencia
PALDC	178	Ontinyent	38.82191	-0.60603	Valencia	Valencia
PALDC	179	Pego	38.84305	-0.11707	Alicante	Valencia
PALDC	180	Xàbia	38.7892	0.1631	Alicante	Valencia
PALDC	181	Muro del Comtat	38.7804799	-0.5084028	Alicante	Valencia
PALDC	182	Tàrbena	38.695	-0.100833	Alicante	Valencia
PALDC	183	Beneixama	38.7	-0.76667	Alicante	Valencia
PALDC	184	Altea	38.59546	-0.07025	Alicante	Valencia
PALDC	185	Torre de les Maçanes	38.606667	-0.419167	Alicante	Valencia
PALDC	186	Novelda	38.38479	-0.76773	Alicante	Valencia
PALDC	187	Pinós de Monòver	38.4230817	-1.1689451	Alicante	Valencia
PALDC	188	Alicante	38.3453	-0.4831	Alicante	Valencia
PALDC	189	Crevillent	38.24994	-0.80975	Alicante	Valencia
PALDC	190	Guardamar	38.1014955	-0.6503244	Alicante	Valencia
ALECan	S101	San Vicente de la Barquera	43.3859585	-4.40138	Santander	Cantabria
ALECan	S102	Tanos	43.3313358	-4.0521311	Santander	Cantabria
ALECan	S103	Helguera	43.3516298	-4.0993939	Santander	Cantabria
ALECan	S104	Udías	43.3380475	-4.2749294	Santander	Cantabria
ALECan	S105	Celis	43.2826689	-4.4371991	Santander	Cantabria
ALECan	S106	Herrera de Ibio	43.3003462	-4.1812017	Santander	Cantabria
ALECan	S107	La Hermida	43.2544484	-4.6154515	Santander	Cantabria
ALECan	S108	Tresviso	43.2568891	-4.6702175	Santander	Cantabria
ALECan	S200	Santander	43.4613391	-3.8461563	Santander	Cantabria
ALECan	S201	Noja	43.4843797	-3.5334104	Santander	Cantabria
ALECan	S202	Mortera de Piélagos	43.447459	-4.0686249	Santander	Cantabria
ALECan	S203	Castañedo	43.448501	-3.6982897	Santander	Cantabria
ALECan	S204	Laredo	43.4171148	-3.4350192	Santander	Cantabria
ALECan	S205	Orejo	43.4030807	-3.7404071	Santander	Cantabria
ALECan	S206	Hazas de Cesto	43.396667	-3.5949133	Santander	Cantabria
ALECan	S207	Castro Urdiales	43.3766862	-3.2339654	Santander	Cantabria
ALECan	S208	Villanueva	43.4066442	-3.3791013	Santander	Cantabria
ALECan	S209	La Aparecida	43.326513	-3.4536176	Santander	Cantabria
ALECan	S210	Guriezo	43.3388976	-3.3342993	Santander	Cantabria
ALECan	S211	La Cavada	43.3519853	-3.7086373	Santander	Cantabria
ALECan	S212	San Miguel de Aras	43.3263607	-3.5112375	Santander	Cantabria
ALECan	S213	Matienzo	43.3143316	-3.5849513	Santander	Cantabria
ALECan	S214	Penilla de Toranzo	43.2857811	-3.9518016	Santander	Cantabria
ALECan	S300	Carmona	43.2547547	-4.359845	Santander	Cantabria
ALECan	S301	Villasuso	43.2136303	-4.0070752	Santander	Cantabria
ALECan	S302	San Sebastián de Garabandal	43.2014919	-4.424795	Santander	Cantabria
ALECan	S303	Potes	43.1523601	-4.6442772	Santander	Cantabria
ALECan	S304	Camaleño	43.1501644	-4.6961434	Santander	Cantabria
ALECan	S305	Tudanca	43.1524007	-4.3746754	Santander	Cantabria
ALECan	S306	Bárcena Mayor	43.1436307	-4.1944749	Santander	Cantabria
ALECan	S307	Molledo	43.1505581	-4.0479753	Santander	Cantabria
ALECan	S308	Espinama	43.128233	-4.7880232	Santander	Cantabria
ALECan	S309	Soberado	43.0829768	-4.6317619	Santander	Cantabria
ALECan	S310	Pesquera	43.0844827	-4.082978	Santander	Cantabria
ALECan	S311	Pesaguero	43.0754912	-4.5423564	Santander	Cantabria
ALECan	S312	Salceda	43.0801355	-4.4590632	Santander	Cantabria
ALECan	S313	Abiada	43.0192923	-4.2942751	Santander	Cantabria
ALECan	S400	La Cárcoba	43.275079	-3.7146142	Santander	Cantabria
ALECan	S401	Villaverde de Trucios	43.247095	-3.2668119	Santander	Cantabria
ALECan	S402	Villacarriedo	43.228469	-3.8121107	Santander	Cantabria
ALECan	S403	Ramales de la Victoria	43.2569245	-3.4680461	Santander	Cantabria
ALECan	S404	Castillo Pedroso	43.2161258	-3.9784768	Santander	Cantabria
ALECan	S405	Arredondo	43.2740566	-3.6060313	Santander	Cantabria
ALECan	S406	Pandillo	43.1477928	-3.7293108	Santander	Cantabria
ALECan	S407	Veguilla	43.35846	-4.1036466	Santander	Cantabria
ALECan	S408	San Pedro del Romeral	43.1113993	-3.8254139	Santander	Cantabria
ALECan	S409	La Población del Yuso	43.0273759	-3.9517991	Santander	Cantabria
ALECAn	S500	Fresno del Río	43.0163278	-4.1479883	Santander	Cantabria
ALECAn	S501	Villanueva	43.3673244	-3.8711737	Santander	Cantabria
ALECAn	S502	Olea	42.9390022	-4.1929818	Santander	Cantabria
ALECAn	S503	Aldea de Ebro	42.9058607	-4.0323899	Santander	Cantabria
ALECAn	S504	San Andrés de Valdelomar	42.803836	-4.1604111	Santander	Cantabria
ALECAn	S600	Villaescusa de Ebro	42.8298598	-3.835166	Santander	Cantabria
ALECAn	S601	Polientes	42.805953	-3.9464045	Santander	Cantabria
